Income,Desired_Savings_Percentage
44637.24963568593,13.890948127514209
26858.596591729543,7.160375737936883
50367.60508357677,13.9978075391687
101455.6002469913,16.45543971526684
24875.28354773196,7.533982196578117
24875.61026730744,5.9442415409980445
106119.69276166476,17.338501566220952
55431.34150830326,11.972313337769307
20606.733120766687,6.304983639055541
46304.79023459725,12.126401429533283
20706.822335826528,8.353298902926952
20668.55739001468,8.245344141465512
36407.22336013257,7.534437635244965
6492.016465573834,7.151721192632913
7547.85272595847,5.461341856027502
19132.096281101058,8.017728052098121
13342.207217642665,8.140559551750583
38574.64702065896,6.911498006083683
14509.130214675472,7.236589771494467
9692.519676095202,5.2199124122997045
96903.5735346614,13.54510108457869
25042.549077566902,5.747967220275525
31665.25254344452,6.835440261379062
9596.503685321524,5.448952951450677
19408.11353403291,6.115565684208621
32783.83155406074,9.373867594500627
11946.071979814871,5.612336084595128
40518.38397137296,14.79317814779412
18554.01911983324,9.664288343608286
23756.1722713903,6.324263652844748
18538.17448835576,9.35460343637234
132028.78001915166,18.53360417304233
29677.809209294763,5.147627122442942
12871.668277482722,8.855788873894896
57929.879866986135,13.173604714736108
11296.833460181926,8.67464726230974
35455.84989880044,5.763676550584086
6255.5012872758,6.422917425818373
10367.216239239837,6.303268259567471
35117.036052937685,5.370887107651962
54161.51742492653,10.878080828351376
34408.100166399614,9.17155634210464
27348.96692477707,5.602286677954669
23578.008283443018,9.960479692778708
9192.425129000392,9.684399140398046
16866.37533666489,9.650204211224665
20752.90765671867,8.233863170618527
69888.08400227477,13.358239578909997
39491.75884551276,7.636387836463454
7321.134171054789,6.812590883368053
38879.40038115789,5.675364549469092
22046.00832871537,6.093389981570189
17455.58721109517,6.108047010887931
48937.227858527775,11.247681829753455
68442.70689898357,13.502305045899451
63194.76572747071,13.03747006931792
15330.178905214852,9.175217528204294
23425.55407472084,7.90942020597887
39103.34944138731,5.67134579239757
65472.71450185657,13.722197815620742
20447.446136426697,5.298558351999693
25859.29731544101,9.348148771614436
12380.58354753963,9.156462742867724
11521.698485734503,5.557984960290123
57467.41201508821,10.26919059791254
88782.48632874028,11.998188318366315
28320.595167263356,7.922013792687794
66955.19738552207,13.718087567174768
40065.12285831808,10.208772942253818
17905.38629608483,7.050593467959449
40057.417648633935,13.130486883462194
102680.95275488916,24.394969350896964
29152.379832530303,7.927152257055217
104890.0130420075,17.57909031354796
3689.1692543756553,8.279952128696484
57900.11583389391,13.441560642413542
32163.58899710021,5.613131665872712
23617.58357370196,7.651601266069246
32285.105792052884,9.177844849222474
6117.431078472254,7.821658468215848
25165.1442251509,6.374869680123689
39920.3987001283,5.977531957820304
97857.52726506832,10.463956923978824
19817.813541371783,5.972224798297232
15711.650376310075,9.900118081174767
20081.354481258342,9.616178995616762
62397.117214574384,13.368464405989338
39024.8362119663,5.129483135848404
19636.48309970429,7.190465288957129
45232.295239346575,10.32388619388013
32422.72030880969,6.632452206864536
65112.293659931616,12.582857698713912
17108.149117324385,6.758158221865022
23082.33633917581,5.310850466665019
21922.441959930464,7.899424420258838
9303.451154063603,7.474997386176714
38019.2877496309,5.446402184081981
36967.59061264974,7.932353149376452
30122.97431746392,5.971138287902505
24866.65314965845,6.367359999699584
9668.766946264592,7.6883178745257394
21427.628129525627,9.744996033259593
22806.04810259303,9.33003244011772
15789.980073305902,7.773868283583794
26368.46562613627,6.492960011214844
41447.93524174928,14.07816036361893
135659.2331314692,16.83655330800644
34496.56079364953,7.729719615184472
36864.08217610173,7.72854798818833
28265.46238871148,9.90085576087604
6463.561033057167,7.704080090313929
29370.3681873373,5.16002413484819
31480.916901903365,6.847701791672105
215248.04733458973,23.62967965850314
25721.021373512307,5.883353177400271
38184.71312437806,9.704894170232995
29178.37830246606,7.545742186803377
11778.254019385218,8.997316326447171
74847.71878704197,12.194767198692638
54748.16257237731,13.135346867559774
56487.70135339636,12.74953801459764
14493.313683886294,8.776239133950172
92151.3957416731,14.04841921972583
9773.909420660237,8.492376261630914
47975.14463566101,12.00013803700634
173046.7661114086,23.358479162684723
13582.311504922229,6.458696988957788
19070.81580091953,7.496476962952059
32489.549173553245,7.370728776221436
20053.76383079636,5.2771247114291295
8676.92008517976,7.261811821880284
31691.476401904365,5.580847297608272
12824.461612984349,5.263567068738557
43819.16707748672,11.4402158458227
14377.40668557377,6.504488031983634
103662.96398390444,22.567686790661437
16032.12862349986,7.699859441056498
23185.988881142574,9.75744368808529
57513.00841713571,12.535330339874871
11206.634046378304,6.2555475170250645
35987.27232246053,9.915521219062128
85362.90041943021,13.368045599378355
8291.333345353552,6.091513350489186
34775.19928491558,5.825225953777625
36932.93192247234,5.897857496578173
56073.07097903448,11.498901083888036
11152.200279914256,8.449682743017014
10431.521036256545,5.01077098046459
45547.2675579439,13.363454872167692
38045.58782338735,8.399532569203444
36656.53284383594,9.688257353769329
39581.266939873545,7.283367885391181
17412.313082925248,8.620021114073236
36125.54884979018,7.67296161812714
37926.70040801586,8.935922534444515
16940.653185403247,7.746848594460431
133462.0263522427,16.77818473291986
43827.59835540575,11.292650403244473
11566.9811178916,9.363540224428448
50726.08465703511,10.140764014312683
13755.682967887136,7.814928528857135
56309.60163009696,14.54360458699144
75798.1468809097,13.03836830224097
15559.19102909732,5.867906702365471
64838.417157568656,10.923748095006172
41738.42315779588,11.502773150173446
57907.41891732699,10.180390629507215
136815.28997765883,19.42944538943157
24652.71136245552,9.894338999188566
16415.21174210475,8.395815210547475
14725.575882805526,9.708016077295294
15619.953284996349,9.586286344092573
28205.4723513678,5.9988851805753
39413.91637844296,9.355994859539384
37432.90090783165,8.58625446133911
58145.23782202365,11.980683887855688
30313.673918754943,8.731140812629215
95968.944408596,14.220290712222416
24275.604476737608,5.269036545002937
264365.5263268633,22.158678822120716
49488.05166210642,11.09748109281496
15111.73110445011,9.071927512410989
12736.64642076484,5.049865136025098
44131.56622687866,11.472225740465362
25088.941049298373,8.403735885165126
53111.72836037828,13.301622387562116
43806.730997652885,13.7623630081358
28302.050321184077,7.846391928448696
15237.544377760249,8.129962558887577
8929.135680564452,6.986777070534512
20988.72565551974,9.670667794919677
59520.23966348219,10.747226980136595
35604.51219818663,9.565332316789029
11074.070212613857,5.788298913349123
34458.03208843775,9.773434132569212
40831.39559789478,13.121027070968958
14792.368896614018,7.114921321634434
33925.85697999153,7.198029409178979
31430.047321341564,8.249915270739965
12022.995929071622,8.322813512239616
39941.95478944254,5.396322554279522
46984.84029457819,14.563779205843108
71352.92771320956,12.64399959478816
69702.69782720495,13.224371114103018
9964.82993509134,9.745733203148696
14167.312149665224,8.499185078469356
45296.31105139688,14.136142239825688
45251.0621315962,12.282904854241757
45296.76108507111,12.756911802817688
654180.0204363137,21.359047117258186
47366.24244236168,11.392631398029572
74414.43142584502,12.259283848793403
64353.98071209732,13.606501773810084
50517.0237132164,14.5611564365652
23312.32022741816,5.031333996649741
55057.20623520818,10.830033797596878
16166.435497220573,9.950839656353171
24822.30133005732,5.691587469320999
20346.45191058047,8.574840383498623
32030.76006650917,8.571274671021637
191124.34458604935,23.483771767559503
6735.454073693646,6.08396212189243
